entry_time,exit_time,status,pnl,score,type,year,month,dow,hour,week
2024-02-07 15:00:00,2024-02-07 15:15:00,loss,-56.19130846966075,6,long,2024,2,Wednesday,15,6
2024-02-07 15:15:00,2024-02-07 17:15:00,loss,-54.98898287500339,6,long,2024,2,Wednesday,17,6
2024-02-13 09:00:00,2024-02-13 13:15:00,win,250.89702732435615,5,long,2024,2,Tuesday,13,7
2024-02-15 14:00:00,2024-02-15 16:00:00,loss,-49.5178053791257,5,long,2024,2,Thursday,16,7
2024-02-15 18:45:00,2024-02-18 23:00:00,win,156.53380132998558,5,long,2024,2,Sunday,23,7
2024-02-21 10:15:00,2024-02-21 15:00:00,loss,-79.64289452356462,5,long,2024,2,Wednesday,15,8
2024-02-21 15:00:00,2024-02-21 15:45:00,loss,-81.76712281889367,6,long,2024,2,Wednesday,15,8
2024-03-06 08:00:00,2024-03-06 08:30:00,loss,-109.50987429787064,5,long,2024,3,Wednesday,8,10
2024-03-06 08:30:00,2024-03-06 12:30:00,win,398.56018443100857,6,long,2024,3,Wednesday,12,10
2024-03-06 12:30:00,2024-03-06 14:30:00,win,393.33979633469943,6,long,2024,3,Wednesday,14,10
2024-03-06 15:30:00,2024-03-07 04:00:00,win,228.88389451110203,7,long,2024,3,Thursday,4,10
2024-03-07 08:00:00,2024-03-07 14:30:00,loss,-87.01486784385108,5,long,2024,3,Thursday,14,10
2024-03-13 13:00:00,2024-03-13 13:30:00,win,215.3389618095361,5,long,2024,3,Wednesday,13,11
2024-03-13 13:45:00,2024-03-13 17:00:00,win,154.20956770343201,5,long,2024,3,Wednesday,17,11
2024-03-13 17:15:00,2024-03-14 05:00:00,loss,-81.44688557989438,6,long,2024,3,Thursday,5,11
2024-04-03 11:45:00,2024-04-03 12:15:00,loss,-91.33387997518413,5,long,2024,4,Wednesday,12,14
