entry_time,exit_time,type,status,pnl
2023-09-05 13:00:00,2023-09-06 14:35:00,long,loss,-68.22376952688546
2023-09-06 16:00:00,2023-09-15 14:05:00,short,loss,-67.54153183161661
2023-09-18 13:00:00,2023-09-19 10:15:00,short,loss,-66.86611651330045
2023-09-19 13:00:00,2023-09-20 13:00:00,long,loss,-66.19745534816744
2023-09-20 13:10:00,2023-09-21 12:20:00,long,loss,-65.53548079468577
2023-09-21 14:05:00,2023-09-26 17:00:00,long,loss,-64.8801259867389
2023-09-27 13:00:00,2023-09-28 20:30:00,short,win,128.46264945374304
2023-10-02 13:00:00,2023-10-04 00:20:00,short,win,131.0319024428179
2023-10-04 13:00:00,2023-10-07 07:00:00,short,loss,-66.82627024583714
2023-10-09 13:00:00,2023-10-10 00:05:00,short,loss,-66.15800754337876
2023-10-10 13:00:00,2023-10-11 10:50:00,short,loss,-65.49642746794498
2023-10-11 13:00:00,2023-10-13 10:25:00,short,loss,-64.84146319326553
2023-10-16 13:00:00,2023-10-16 14:35:00,long,loss,-64.19304856133287
2023-10-16 15:20:00,2023-10-17 11:55:00,short,loss,-63.55111807571954
2023-10-17 13:30:00,2023-10-18 01:30:00,short,loss,-62.91560689496235
2023-10-18 13:00:00,2023-10-19 18:00:00,long,win,124.57290165202545
2023-10-23 13:00:00,2023-10-26 09:30:00,short,loss,-63.532179842532976
2023-10-26 13:00:00,2023-10-27 15:40:00,short,loss,-62.89685804410765
2023-10-30 13:00:00,2023-11-01 02:40:00,short,win,124.53577892733314
2023-11-01 13:10:00,2023-11-01 17:25:00,long,loss,-63.5132472529399
2023-11-02 13:00:00,2023-11-05 13:55:00,long,loss,-62.8781147804105
2023-11-06 13:00:00,2023-11-07 03:00:00,long,loss,-62.249333632606394
2023-11-07 13:00:00,2023-11-10 16:30:00,short,win,123.25368059256067
2023-11-13 13:00:00,2023-11-14 14:15:00,long,win,125.7187542044119
2023-11-15 13:00:00,2023-11-16 14:45:00,short,loss,-64.11656464425006
2023-11-16 16:40:00,2023-11-20 13:35:00,long,loss,-63.47539899780756
2023-11-20 14:05:00,2023-11-21 05:25:00,long,win,125.68129001565899
2023-11-21 13:00:00,2023-11-27 07:40:00,long,win,128.19491581597217
2023-11-27 13:00:00,2023-11-28 16:45:00,long,win,130.7588141322916
2023-11-29 13:15:00,2023-12-01 17:50:00,long,win,133.37399041493742
2023-12-04 13:00:00,2023-12-04 14:00:00,long,loss,-68.0207351116181
2023-12-05 13:00:00,2023-12-06 12:10:00,long,loss,-67.34052776050191
2023-12-06 13:15:00,2023-12-08 14:15:00,long,loss,-66.6671224828969
2023-12-11 13:10:00,2023-12-13 19:15:00,short,loss,-66.00045125806793
2023-12-14 13:00:00,2023-12-14 13:30:00,long,loss,-65.34044674548724
2023-12-14 13:50:00,2023-12-15 19:00:00,long,loss,-64.68704227803237
2023-12-18 13:00:00,2023-12-19 16:40:00,long,win,128.0803437105041
2023-12-20 13:00:00,2023-12-21 03:35:00,long,win,130.64195058471418
2023-12-21 13:00:00,2023-12-22 09:10:00,long,win,133.25478959640847
2023-12-25 13:00:00,2023-12-26 02:05:00,short,loss,-67.95994269416832
2023-12-26 13:00:00,2023-12-27 13:50:00,short,loss,-67.28034326722663
2023-12-27 14:20:00,2023-12-28 15:55:00,long,win,133.21507966910872
2023-12-28 16:55:00,2023-12-28 18:55:00,long,loss,-67.93969063124545
2024-01-01 13:00:00,2024-01-02 05:40:00,short,loss,-67.26029372493299
2024-01-02 13:00:00,2024-01-03 14:10:00,short,win,133.1753815753673
2024-01-03 15:00:00,2024-01-10 20:15:00,long,loss,-67.91944460343733
2024-01-11 13:05:00,2024-01-11 23:50:00,short,loss,-67.24025015740297
2024-01-15 13:00:00,2024-01-16 17:10:00,short,win,133.13569531165786
2024-01-17 13:00:00,2024-01-17 15:15:00,long,loss,-67.89920460894551
2024-01-18 13:00:00,2024-01-25 06:10:00,long,loss,-67.22021256285606
2024-01-25 13:00:00,2024-01-26 17:30:00,short,loss,-66.54801043722749
2024-01-29 13:00:00,2024-01-31 14:45:00,long,win,131.76506066571045
2024-01-31 16:25:00,2024-01-31 20:00:00,long,loss,-67.20018093951234
2024-02-01 13:00:00,2024-02-01 14:15:00,short,loss,-66.52817913011721
2024-02-05 13:00:00,2024-02-07 14:40:00,short,loss,-65.86289733881604
2024-02-07 15:15:00,2024-02-13 04:45:00,short,win,130.40853673085576
2024-02-13 13:00:00,2024-02-13 13:40:00,long,loss,-66.50835373273644
2024-02-13 16:25:00,2024-02-19 05:15:00,short,loss,-65.84327019540908
2024-02-19 13:00:00,2024-02-21 11:20:00,short,loss,-65.18483749345498
2024-02-21 13:00:00,2024-02-22 16:45:00,long,loss,-64.53298911852043
2024-02-26 13:00:00,2024-02-27 18:45:00,long,loss,-63.88765922733523
2024-02-28 13:00:00,2024-03-01 17:10:00,long,win,126.49756527012374
2024-03-04 13:00:00,2024-03-04 15:00:00,long,win,129.02751657552622
2024-03-05 13:00:00,2024-03-06 08:10:00,short,loss,-65.80403345351837
2024-03-06 13:00:00,2024-03-06 14:20:00,short,loss,-65.1459931189832
2024-03-06 14:40:00,2024-03-06 17:00:00,short,loss,-64.49453318779337
2024-03-07 13:00:00,2024-03-07 16:10:00,long,loss,-63.84958785591544
2024-03-11 13:00:00,2024-03-15 19:55:00,short,win,126.42218395471257
2024-03-18 13:00:00,2024-03-19 14:10:00,long,loss,-64.47531381690341
2024-03-19 15:35:00,2024-03-20 18:55:00,long,win,127.66112135746874
2024-03-21 13:00:00,2024-03-21 14:25:00,short,win,130.21434378461814
2024-03-21 16:20:00,2024-03-22 07:25:00,long,loss,-66.40931533015524
2024-03-25 13:00:00,2024-03-28 10:40:00,long,win,131.49044435370737
2024-03-28 13:05:00,2024-03-29 01:05:00,long,win,134.12025324078152
2024-04-01 13:00:00,2024-04-01 14:15:00,long,loss,-68.40132915279857
2024-04-01 16:20:00,2024-04-02 18:20:00,long,win,135.43463172254116
2024-04-03 13:00:00,2024-04-03 21:05:00,long,win,138.143324356992
2024-04-04 13:00:00,2024-04-04 19:45:00,long,loss,-70.45309542206591
2024-04-08 13:00:00,2024-04-09 09:30:00,long,win,139.49712893569048
2024-04-09 13:00:00,2024-04-10 13:10:00,short,win,142.28707151440432
2024-04-10 14:00:00,2024-04-11 17:15:00,long,win,145.1328129446924
2024-04-15 13:00:00,2024-04-15 14:05:00,long,loss,-74.01773460179312
2024-04-15 15:15:00,2024-04-15 15:45:00,long,loss,-73.27755725577518
2024-04-15 15:55:00,2024-04-15 17:40:00,long,win,145.08956336643487
2024-04-16 13:05:00,2024-04-16 16:25:00,short,loss,-73.99567731688178
2024-04-17 13:00:00,2024-04-17 16:45:00,long,loss,-73.25572054371297
2024-04-18 13:00:00,2024-04-19 01:35:00,short,loss,-72.52316333827584
2024-04-22 13:05:00,2024-04-22 18:35:00,short,win,143.59586340978618
2024-04-23 13:00:00,2024-04-25 15:50:00,long,win,146.4677806779819
2024-04-25 16:50:00,2024-04-25 22:50:00,short,loss,-74.69856814577076
2024-04-29 13:00:00,2024-04-29 16:55:00,short,loss,-73.95158246431305
2024-04-30 13:00:00,2024-04-30 15:35:00,short,loss,-73.21206663966993
2024-04-30 15:35:00,2024-04-30 17:15:00,long,loss,-72.47994597327323
2024-05-01 13:00:00,2024-05-02 09:20:00,long,loss,-71.7551465135405
2024-05-02 13:00:00,2024-05-02 15:20:00,short,loss,-71.0375950484051
2024-05-02 16:15:00,2024-05-03 03:15:00,long,loss,-70.32721909792104
2024-05-06 13:15:00,2024-05-07 23:05:00,long,loss,-69.62394690694182
2024-05-08 13:00:00,2024-05-08 15:00:00,short,loss,-68.92770743787241
2024-05-08 16:10:00,2024-05-08 19:55:00,long,loss,-68.23843036349369
2024-05-09 13:00:00,2024-05-10 06:35:00,long,win,135.11209211971752
2024-05-13 13:00:00,2024-05-13 21:55:00,long,loss,-68.90716698105592
2024-05-14 13:00:00,2024-05-15 09:05:00,long,win,136.43619062249076
2024-05-15 13:00:00,2024-05-15 13:50:00,long,loss,-69.58245721747028
2024-05-15 14:30:00,2024-05-15 20:20:00,long,win,137.77326529059113
2024-05-16 13:00:00,2024-05-17 13:00:00,short,loss,-70.26436529820148
2024-05-20 13:00:00,2024-05-20 19:35:00,short,loss,-69.56172164521946
2024-05-21 13:00:00,2024-05-22 14:10:00,short,win,137.73220885753454
2024-05-22 15:40:00,2024-05-22 18:30:00,long,loss,-70.24342651734263
2024-05-23 13:05:00,2024-05-23 18:15:00,short,win,139.0819845043384
2024-05-27 13:00:00,2024-05-28 07:30:00,long,loss,-70.93181209721259
2024-05-28 13:00:00,2024-05-29 12:50:00,long,loss,-70.22249397624046
