entry_time,exit_time,type,status,pnl
2024-08-06 16:05:00,2024-08-07 11:55:00,short,loss,-102.75929088302551
2024-08-07 12:30:00,2024-08-07 18:30:00,long,loss,-101.73169797419527
2024-08-08 08:00:00,2024-08-08 14:30:00,long,win,201.42876198890661
2024-08-08 14:55:00,2024-08-08 20:50:00,short,loss,-102.72866861434238
2024-08-13 08:00:00,2024-08-15 13:00:00,short,win,203.40276385639794
2024-08-15 13:30:00,2024-08-16 07:50:00,short,loss,-103.73540956676295
2024-08-22 08:00:00,2024-08-22 14:10:00,short,win,205.39611094219063
2024-08-22 15:50:00,2024-08-25 22:00:00,long,win,209.50403316103447
2024-08-27 08:00:00,2024-08-27 18:20:00,short,loss,-106.84705691212757
2024-08-28 08:00:00,2024-08-29 09:50:00,short,loss,-105.7785863430063
2024-08-29 11:30:00,2024-09-02 02:05:00,short,win,209.44160095915245
2024-09-03 08:00:00,2024-09-03 11:45:00,long,loss,-106.81521648916777
2024-09-03 12:10:00,2024-09-03 13:40:00,long,loss,-105.7470643242761
2024-09-03 15:30:00,2024-09-05 08:20:00,long,win,209.37918736206666
2024-09-05 10:35:00,2024-09-06 12:30:00,short,loss,-106.78338555465399
2024-09-10 08:00:00,2024-09-10 15:35:00,short,loss,-105.71555169910745
2024-09-10 16:10:00,2024-09-16 00:00:00,long,win,209.31679236423275
2024-09-17 08:00:00,2024-09-19 01:00:00,short,win,213.5031282115174
2024-09-19 08:00:00,2024-09-22 22:00:00,long,win,217.77319077574776
2024-09-25 08:00:00,2024-09-30 10:30:00,long,loss,-111.06432729563136
2024-10-01 08:00:00,2024-10-01 16:45:00,long,win,219.9073680453501
2024-10-01 17:05:00,2024-10-02 05:25:00,long,loss,-112.15275770312854
2024-10-02 08:00:00,2024-10-04 12:30:00,long,loss,-111.03123012609726
2024-10-16 08:00:00,2024-10-18 01:35:00,long,win,219.8418356496726
2024-10-22 08:00:00,2024-10-22 17:00:00,short,loss,-112.11933618133303
2024-10-22 18:35:00,2024-10-23 15:00:00,short,win,221.99628563903937
2024-10-23 16:00:00,2024-10-24 06:30:00,short,loss,-113.21810567591008
